ID,Recommend ID,Score,UserNameFrom,UserAgeFrom,UserNameTo,UserAgeTo
17,28,2.99,Amanda Dunn,20,Debra Russell,24
17,14,2.926,Amanda Dunn,20,Christine Hart,18
17,20,2.193,Amanda Dunn,20,Debra Russell,24
17,226,2.183,Amanda Dunn,20,Todd Ortiz,19
17,149,1.868,Amanda Dunn,20,Christopher Swanson,23
17,93,1.615,Amanda Dunn,20,Anne Tate,24
17,337,1.615,Amanda Dunn,20,Kelly Miller,24
17,151,1.552,Amanda Dunn,20,Marissa Roberts,23
17,243,1.543,Amanda Dunn,20,Marissa Roberts,23
18,1,0.171,Sandra Fitzpatrick,23,John Morris,25
18,2,0.171,Sandra Fitzpatrick,23,Christine Hart,18
18,3,0.171,Sandra Fitzpatrick,23,Catherine Alvarez,21
18,4,0.171,Sandra Fitzpatrick,23,Joshua Benjamin,19
18,5,0.171,Sandra Fitzpatrick,23,Brandon Herman,23
18,6,0.171,Sandra Fitzpatrick,23,Mark Mitchell,22
18,7,0.171,Sandra Fitzpatrick,23,Hannah Johnson,20
18,8,0.171,Sandra Fitzpatrick,23,Christopher Powell,24
18,9,0.171,Sandra Fitzpatrick,23,Danielle Parks,24
18,10,0.171,Sandra Fitzpatrick,23,Tiffany Allen,21
19,137,2.585,Nicholas Todd,21,Bryan Ellison II,23
19,116,2.21,Nicholas Todd,21,Bryan Ellison II,23
19,326,2.21,Nicholas Todd,21,Jon Gallegos,19
19,111,1.881,Nicholas Todd,21,Samuel Garcia,21
19,140,1.864,Nicholas Todd,21,Laura Fry,22
19,144,1.857,Nicholas Todd,21,Kathleen Garcia,18
19,14,1.82,Nicholas Todd,21,Christine Hart,18
19,20,1.82,Nicholas Todd,21,Debra Russell,24
19,226,1.467,Nicholas Todd,21,Todd Ortiz,19
19,2,1.152,Nicholas Todd,21,Christine Hart,18
20,116,4.202,Christine Hart,18,Bryan Ellison II,23
20,144,2.934,Christine Hart,18,Kathleen Garcia,18
20,28,2.588,Christine Hart,18,Debra Russell,24
20,17,2.193,Christine Hart,18,Nicholas Todd,21
20,137,2.193,Christine Hart,18,Bryan Ellison II,23
20,19,1.82,Christine Hart,18,Debra Russell,24
20,140,1.814,Christine Hart,18,Laura Fry,22
20,310,1.234,Christine Hart,18,Christopher Ray,23
20,151,1.162,Christine Hart,18,Marissa Roberts,23
20,93,0.865,Christine Hart,18,Anne Tate,24
21,113,8.072,Danielle Parks,24,Lisa Mills,25
21,285,7.841,Danielle Parks,24,Gerald Davis,21
21,199,7.059,Danielle Parks,24,Micheal Jarvis,24
21,172,5.657,Danielle Parks,24,David Nelson,23
21,128,5.356,Danielle Parks,24,Peter Burton,24
21,261,5.136,Danielle Parks,24,Bradley Johnson,21
21,118,5.113,Danielle Parks,24,Catherine Salinas,24
21,185,4.922,Danielle Parks,24,Laura Friedman,18
21,291,4.624,Danielle Parks,24,Robert Dean,24
21,213,4.364,Danielle Parks,24,Scott Duke,18
22,304,2.608,Hannah Johnson,20,Frank Crane,20
22,322,2.37,Hannah Johnson,20,Angelica Johnson,25
22,315,2.362,Hannah Johnson,20,Paul West,21
22,291,2.165,Hannah Johnson,20,Robert Dean,24
22,136,1.82,Hannah Johnson,20,Ross Carpenter,23
22,31,1.779,Hannah Johnson,20,Carlos Bradley,23
22,213,1.756,Hannah Johnson,20,Scott Duke,18
22,129,1.739,Hannah Johnson,20,Sheena Blackburn,25
22,67,1.65,Hannah Johnson,20,Emily Jones,25
22,246,1.513,Hannah Johnson,20,Maria Johnson,23
23,157,1.803,Joshua Huff,19,Kelly Miller,24
23,25,1.713,Joshua Huff,19,Sean Middleton,19
23,31,1.713,Joshua Huff,19,Carlos Bradley,23
23,84,1.713,Joshua Huff,19,Scott Duke,18
23,41,1.348,Joshua Huff,19,Elizabeth Henry,20
23,68,1.283,Joshua Huff,19,Megan Nichols,24
23,102,1.283,Joshua Huff,19,Audrey Schmidt,25
23,143,1.283,Joshua Huff,19,Audrey Schmidt,25
23,177,1.283,Joshua Huff,19,David Nelson,22
23,225,1.283,Joshua Huff,19,Elizabeth Barr,21
24,254,4.434,Michael Adams,23,Mark Kennedy,23
24,204,4.428,Michael Adams,23,Jennifer Smith,23
24,330,3.719,Michael Adams,23,Alison Collins,18
24,196,2.428,Michael Adams,23,Isaac Richards,20
24,48,2.152,Michael Adams,23,Joshua Austin,22
24,213,1.78,Michael Adams,23,Scott Duke,18
24,1,1.767,Michael Adams,23,John Morris,25
24,315,1.753,Michael Adams,23,Paul West,21
24,320,1.486,Michael Adams,23,Amy Marquez,25
24,300,1.451,Michael Adams,23,Nathan Meyer,23
25,304,9.237,Carlos Lee,21,Frank Crane,20
25,315,9.115,Carlos Lee,21,Paul West,21
25,142,7.8,Carlos Lee,21,Brittany Hess,22
25,109,7.042,Carlos Lee,21,Jacqueline Perry,24
25,172,5.381,Carlos Lee,21,David Nelson,23
25,82,5.018,Carlos Lee,21,Brian Thompson,24
25,342,5.014,Carlos Lee,21,Kelly Miller,24
25,213,4.832,Carlos Lee,21,Scott Duke,18
25,261,4.748,Carlos Lee,21,Bradley Johnson,21
25,62,4.735,Carlos Lee,21,Tiffany Allen,21
26,272,7.156,Sean Middleton,19,Sarah Wade,20
26,261,6.741,Sean Middleton,19,Bradley Johnson,21
26,342,6.705,Sean Middleton,19,Kelly Miller,24
26,211,4.958,Sean Middleton,19,Brandon Phillips,23
26,82,4.693,Sean Middleton,19,Brian Thompson,24
26,213,4.675,Sean Middleton,19,Scott Duke,18
26,238,3.915,Sean Middleton,19,Terry Nguyen,25
26,324,3.808,Sean Middleton,19,Amy Marquez,25
26,31,3.497,Sean Middleton,19,Carlos Bradley,23
26,290,3.318,Sean Middleton,19,Paul West,21
27,150,1.014,Robert Copeland,23,Ashley Clark,20
27,332,1.014,Robert Copeland,23,Kelly Miller,24
27,1,0.894,Robert Copeland,23,John Morris,25
27,48,0.894,Robert Copeland,23,Joshua Austin,22
27,313,0.894,Robert Copeland,23,Cassandra Rogers,24
27,315,0.772,Robert Copeland,23,Paul West,21
27,67,0.72,Robert Copeland,23,Emily Jones,25
27,109,0.72,Robert Copeland,23,Jacqueline Perry,24
27,199,0.72,Robert Copeland,23,Micheal Jarvis,24
27,200,0.72,Robert Copeland,23,Jose Ortiz,24
28,343,3.31,Douglas Moore,22,Kelly Miller,24
28,17,2.99,Douglas Moore,22,Nicholas Todd,21
28,214,2.6,Douglas Moore,22,Michael White,23
28,20,2.588,Douglas Moore,22,Debra Russell,24
28,137,2.268,Douglas Moore,22,Bryan Ellison II,23
28,2,2.257,Douglas Moore,22,Christine Hart,18
28,162,1.549,Douglas Moore,22,Todd Ortiz,19
28,111,1.522,Douglas Moore,22,Samuel Garcia,21
28,243,1.182,Douglas Moore,22,Marissa Roberts,23
28,19,1.121,Douglas Moore,22,Debra Russell,24
29,239,2.607,Brandi Payne,18,Raymond Ross,20
29,332,2.456,Brandi Payne,18,Kelly Miller,24
29,56,2.377,Brandi Payne,18,Heidi Morales,21
29,199,2.377,Brandi Payne,18,Micheal Jarvis,24
29,238,2.265,Brandi Payne,18,Terry Nguyen,25
29,261,2.239,Brandi Payne,18,Bradley Johnson,21
29,271,2.048,Brandi Payne,18,Katherine Allen,22
29,325,2.048,Brandi Payne,18,Marcus Pennington,24
29,331,1.999,Brandi Payne,18,Gregory Smith,20
29,329,1.969,Brandi Payne,18,Gregory Smith,20
30,186,3.222,Kimberly Simpson MD,21,Laura Friedman,18
30,315,3.095,Kimberly Simpson MD,21,Paul West,21
30,67,3.048,Kimberly Simpson MD,21,Emily Jones,25
30,122,3.048,Kimberly Simpson MD,21,Mary Larson,22
30,25,2.966,Kimberly Simpson MD,21,Sean Middleton,19
30,332,2.655,Kimberly Simpson MD,21,Kelly Miller,24
30,272,2.623,Kimberly Simpson MD,21,Sarah Wade,20
30,285,2.471,Kimberly Simpson MD,21,Gerald Davis,21
30,26,2.447,Kimberly Simpson MD,21,Brenda Rose,22
30,88,2.387,Kimberly Simpson MD,21,Michelle Bates,25
31,322,3.856,Renee Cole,21,Angelica Johnson,25
31,26,3.497,Renee Cole,21,Brenda Rose,22
31,239,3.418,Renee Cole,21,Raymond Ross,20
31,203,3.227,Renee Cole,21,Heather Craig,22
31,271,3.183,Renee Cole,21,Katherine Allen,22
31,332,3.183,Renee Cole,21,Kelly Miller,24
31,315,3.059,Renee Cole,21,Paul West,21
31,56,2.917,Renee Cole,21,Heidi Morales,21
31,98,2.917,Renee Cole,21,Eric Gonzales,20
31,9,2.906,Renee Cole,21,Danielle Parks,24
32,243,1.891,Christina Warren,22,Marissa Roberts,23
32,41,1.858,Christina Warren,22,Elizabeth Henry,20
32,111,1.858,Christina Warren,22,Samuel Garcia,21
32,17,0.922,Christina Warren,22,Nicholas Todd,21
32,14,0.561,Christina Warren,22,Christine Hart,18
32,28,0.561,Christina Warren,22,Debra Russell,24
32,151,0.561,Christina Warren,22,Marissa Roberts,23
32,115,0.532,Christina Warren,22,Scott Tran MD,21
32,140,0.532,Christina Warren,22,Laura Fry,22
32,214,0.532,Christina Warren,22,Michael White,23
33,1,0.171,Kayla Miles,25,John Morris,25
33,2,0.171,Kayla Miles,25,Christine Hart,18
33,3,0.171,Kayla Miles,25,Catherine Alvarez,21
33,4,0.171,Kayla Miles,25,Joshua Benjamin,19
33,5,0.171,Kayla Miles,25,Brandon Herman,23
33,6,0.171,Kayla Miles,25,Mark Mitchell,22
33,7,0.171,Kayla Miles,25,Hannah Johnson,20
33,8,0.171,Kayla Miles,25,Christopher Powell,24
33,9,0.171,Kayla Miles,25,Danielle Parks,24
33,10,0.171,Kayla Miles,25,Tiffany Allen,21
34,427,0.994,Michele Vargas,24,James Willis,22
34,549,0.797,Michele Vargas,24,Marissa Jackson,19
34,107,0.763,Michele Vargas,24,Kelsey Aguilar,22
34,649,0.6,Michele Vargas,24,Melissa Lee,23
34,370,0.592,Michele Vargas,24,Judy Harrison,25
34,373,0.592,Michele Vargas,24,Brandon Bates,21
34,376,0.592,Michele Vargas,24,Juan Vazquez,20
34,378,0.592,Michele Vargas,24,Carol Riley,24
34,391,0.592,Michele Vargas,24,Jessica Lawrence,23
34,395,0.592,Michele Vargas,24,Michelle Duarte,18
35,46,0.573,Jared Richards,22,Stephanie Robbins,19
35,68,0.573,Jared Richards,22,Megan Nichols,24
35,99,0.573,Jared Richards,22,Jennifer Smith,21
35,131,0.573,Jared Richards,22,Stephanie Robbins,19
35,175,0.573,Jared Richards,22,Toni Cunningham,19
35,177,0.573,Jared Richards,22,David Nelson,22
35,225,0.573,Jared Richards,22,Elizabeth Barr,21
35,227,0.573,Jared Richards,22,Michael Mcpherson,21
35,278,0.573,Jared Richards,22,Kelly Miller,24
35,321,0.573,Jared Richards,22,Kelly Miller,24
36,21,2.728,Chloe Kennedy,20,Carlos Lee,21
36,159,2.678,Chloe Kennedy,20,Randall Alvarado,23
36,139,2.667,Chloe Kennedy,20,Amanda Powell,19
36,272,2.317,Chloe Kennedy,20,Sarah Wade,20
36,329,1.567,Chloe Kennedy,20,Gregory Smith,20
36,122,1.271,Chloe Kennedy,20,Mary Larson,22
36,57,1.235,Chloe Kennedy,20,Bruce Thompson,24
36,346,1.206,Chloe Kennedy,20,Kelly Miller,24
36,48,0.499,Chloe Kennedy,20,Joshua Austin,22
36,80,0.499,Chloe Kennedy,20,Rhonda Carter,20
37,1,0.171,Steven Holmes,19,John Morris,25
37,2,0.171,Steven Holmes,19,Christine Hart,18
37,3,0.171,Steven Holmes,19,Catherine Alvarez,21
37,4,0.171,Steven Holmes,19,Joshua Benjamin,19
37,5,0.171,Steven Holmes,19,Brandon Herman,23
37,6,0.171,Steven Holmes,19,Mark Mitchell,22
37,7,0.171,Steven Holmes,19,Hannah Johnson,20
37,8,0.171,Steven Holmes,19,Christopher Powell,24
37,9,0.171,Steven Holmes,19,Danielle Parks,24
37,10,0.171,Steven Holmes,19,Tiffany Allen,21
38,291,1.703,Carla Miller,25,Robert Dean,24
38,280,1.529,Carla Miller,25,Dorothy Rivera,25
38,213,1.394,Carla Miller,25,Scott Duke,18
38,231,1.385,Carla Miller,25,Lauren Long,22
38,304,1.305,Carla Miller,25,Frank Crane,20
38,158,1.303,Carla Miller,25,Sheena Blackburn,25
38,277,1.303,Carla Miller,25,Phillip Reynolds,18
38,26,1.299,Carla Miller,25,Brenda Rose,22
38,67,1.299,Carla Miller,25,Emily Jones,25
38,122,1.299,Carla Miller,25,Mary Larson,22
39,26,3.31,Adriana Reyes,24,Brenda Rose,22
39,9,3.066,Adriana Reyes,24,Danielle Parks,24
39,236,3.022,Adriana Reyes,24,Miranda May,23
39,67,2.964,Adriana Reyes,24,Emily Jones,25
39,304,2.554,Adriana Reyes,24,Frank Crane,20
39,271,2.529,Adriana Reyes,24,Katherine Allen,22
39,315,2.32,Adriana Reyes,24,Paul West,21
39,169,2.318,Adriana Reyes,24,Karen Howard,24
39,56,2.264,Adriana Reyes,24,Heidi Morales,21
39,122,2.253,Adriana Reyes,24,Mary Larson,22
40,9,7.507,Brenda Rose,22,Danielle Parks,24
40,252,7.103,Brenda Rose,22,Elizabeth Myers,21
40,122,6.73,Brenda Rose,22,Mary Larson,22
40,291,5.996,Brenda Rose,22,Robert Dean,24
40,98,5.895,Brenda Rose,22,Eric Gonzales,20
40,188,5.801,Brenda Rose,22,Micheal Jarvis,24
40,236,4.961,Brenda Rose,22,Miranda May,23
40,285,4.698,Brenda Rose,22,Gerald Davis,21
40,323,4.638,Brenda Rose,22,Gregory Smith,20
40,119,4.547,Brenda Rose,22,Kimberly Dunn,22
41,149,3.722,Debra Russell,24,Christopher Swanson,23
41,2,2.593,Debra Russell,24,Christine Hart,18
41,167,2.338,Debra Russell,24,Stacey Lam,22
41,162,1.886,Debra Russell,24,Todd Ortiz,19
41,32,1.858,Debra Russell,24,Jeffrey Morgan,25
41,333,1.618,Debra Russell,24,Jon Gallegos,19
41,23,1.348,Debra Russell,24,Carlos Bradley,23
41,289,1.245,Debra Russell,24,Kelly Miller,24
41,220,0.806,Debra Russell,24,Christopher West,19
41,262,0.806,Debra Russell,24,Todd Ortiz,19
42,1,0.171,James Davis,20,John Morris,25
42,2,0.171,James Davis,20,Christine Hart,18
42,3,0.171,James Davis,20,Catherine Alvarez,21
42,4,0.171,James Davis,20,Joshua Benjamin,19
42,5,0.171,James Davis,20,Brandon Herman,23
42,6,0.171,James Davis,20,Mark Mitchell,22
42,7,0.171,James Davis,20,Hannah Johnson,20
42,8,0.171,James Davis,20,Christopher Powell,24
42,9,0.171,James Davis,20,Danielle Parks,24
42,10,0.171,James Davis,20,Tiffany Allen,21
43,1,0.171,Candice Kelly,25,John Morris,25
43,2,0.171,Candice Kelly,25,Christine Hart,18
43,3,0.171,Candice Kelly,25,Catherine Alvarez,21
43,4,0.171,Candice Kelly,25,Joshua Benjamin,19
43,5,0.171,Candice Kelly,25,Brandon Herman,23
43,6,0.171,Candice Kelly,25,Mark Mitchell,22
43,7,0.171,Candice Kelly,25,Hannah Johnson,20
43,8,0.171,Candice Kelly,25,Christopher Powell,24
43,9,0.171,Candice Kelly,25,Danielle Parks,24
43,10,0.171,Candice Kelly,25,Tiffany Allen,21
44,214,1.887,Elizabeth Henry,20,Michael White,23
44,326,1.887,Elizabeth Henry,20,Jon Gallegos,19
44,14,1.508,Elizabeth Henry,20,Christine Hart,18
44,115,1.508,Elizabeth Henry,20,Scott Tran MD,21
44,226,1.508,Elizabeth Henry,20,Todd Ortiz,19
44,2,1.193,Elizabeth Henry,20,Christine Hart,18
44,149,1.193,Elizabeth Henry,20,Christopher Swanson,23
44,162,1.193,Elizabeth Henry,20,Todd Ortiz,19
44,17,1.171,Elizabeth Henry,20,Nicholas Todd,21
44,137,1.171,Elizabeth Henry,20,Bryan Ellison II,23
45,56,3.113,Yvette Sampson,22,Heidi Morales,21
45,285,2.825,Yvette Sampson,22,Gerald Davis,21
45,21,2.304,Yvette Sampson,22,Carlos Lee,21
45,252,2.304,Yvette Sampson,22,Elizabeth Myers,21
45,277,2.304,Yvette Sampson,22,Phillip Reynolds,18
45,109,2.272,Yvette Sampson,22,Jacqueline Perry,24
45,239,2.272,Yvette Sampson,22,Raymond Ross,20
45,315,2.193,Yvette Sampson,22,Paul West,21
45,25,2.158,Yvette Sampson,22,Sean Middleton,19
45,113,2.07,Yvette Sampson,22,Lisa Mills,25
46,99,1.778,Wyatt Harper,24,Jennifer Smith,21
46,225,1.778,Wyatt Harper,24,Elizabeth Barr,21
46,227,1.778,Wyatt Harper,24,Michael Mcpherson,21
46,131,1.425,Wyatt Harper,24,Stephanie Robbins,19
46,86,1.375,Wyatt Harper,24,Audrey Schmidt,25
46,68,1.343,Wyatt Harper,24,Megan Nichols,24
46,321,0.926,Wyatt Harper,24,Kelly Miller,24
46,35,0.573,Wyatt Harper,24,Stephanie Robbins,19
46,19,0.524,Wyatt Harper,24,Debra Russell,24
46,23,0.524,Wyatt Harper,24,Carlos Bradley,23
47,324,1.081,Sharon Ramirez,22,Amy Marquez,25
47,1,0.171,Sharon Ramirez,22,John Morris,25
47,2,0.171,Sharon Ramirez,22,Christine Hart,18
47,3,0.171,Sharon Ramirez,22,Catherine Alvarez,21
47,4,0.171,Sharon Ramirez,22,Joshua Benjamin,19
47,5,0.171,Sharon Ramirez,22,Brandon Herman,23
47,6,0.171,Sharon Ramirez,22,Mark Mitchell,22
47,7,0.171,Sharon Ramirez,22,Hannah Johnson,20
47,8,0.171,Sharon Ramirez,22,Christopher Powell,24
47,9,0.171,Sharon Ramirez,22,Danielle Parks,24
48,346,3.555,John Morris,25,Kelly Miller,24
48,242,3.08,John Morris,25,Cody Smith,24
48,92,2.865,John Morris,25,Ashley Bowen,20
48,25,2.782,John Morris,25,Sean Middleton,19
48,204,2.539,John Morris,25,Jennifer Smith,23
48,249,2.512,John Morris,25,David Zuniga,21
48,94,2.472,John Morris,25,Michael Hart,18
48,315,2.442,John Morris,25,Paul West,21
48,329,2.436,John Morris,25,Gregory Smith,20
48,213,2.364,John Morris,25,Scott Duke,18
